"LastProcessedDate","Date","Emissions_Scope_Category","Emission_Activity_Category","Target_Renewable_Energy_Percentage","Total_Floor_Area_sqft","Target_Compensated_Emissions_tCO2e","Forecasted_Renewable_Energy_Cons","Forecasted_Emissions_Intensity_Reduc","Forecasted_Emissions_tCO2e","Actual_Renewable_Energy_Cons","Net_Emissions_Forecast_tCO2e","Headcount","Planned_Supplier_Emissions_Reduction","Required_Carbon_Credits_tCO2e","Actual_Emissions_Intensity","Planned_Carbon_Credits_tCO2e","Revenue","Planned_Operational_Emissions_Reduction","Final_Forecasted_Emissions_tCO2e","Actual_Emissions_tCO2e","Target_Emissions_tCo2e"
"2023-02-24","2022-04-16","Scope 2","Data Center",15,50000,,50000,,,70,100000,300,,,10,,250,50000,100000,200000,
"2023-02-24","2021-02-06","Scope 1","Private Jet",30,150000,100000,150000,,,30,150000,150,,,15,,350,100000,200000,,
"2023-02-24","2039-08-27","Scope 3","Scope 3 Downstream Leased Assets",0,50000,150000,250000,40,250000,,,200,100000,150000,,150000,200,,250000,,150000
"2023-02-24","2023-09-17","Scope 2","Commercial Building",10,150000,50000,100000,50,,0,200000,50,0,200000,25,,300,250000,150000,150000,50000
"2023-02-24","2040-02-24","Scope 1","Data Center",,100000,250000,,,150000,,50000,350,250000,,30,250000,250,200000,200000,,0
"2023-02-24","2036-09-25","Scope 3","Scope 3 Waste Generated in Operations",20,200000,0,200000,30,200000,,0,100,50000,100000,20,200000,200,0,100000,,100000
"2023-02-24","2025-07-12","Scope 2","Commercial Building",,150000,,100000,40,50000,,150000,150,,200000,25,200000,150,100000,100000,,150000
"2023-02-24","2029-09-27","Scope 3","Scope 3 Upstream Transportation Distribution",0,250000,150000,,30,,,250000,300,100000,150000,0,250000,150,200000,250000,,250000
"2023-02-24","2033-06-26","Scope 1","Fleet Vehicles",20,100000,100000,150000,0,150000,,0,50,50000,250000,15,,200,,150000,,
"2023-02-24","2020-12-13","Scope 1","Private Jet",10,250000,50000,50000,,,50,,250,,,30,,100,150000,0,100000,
"2023-02-24","2027-01-31","Scope 3","Scope 3 Purchased Goods Services",30,150000,200000,0,,250000,,100000,100,250000,50000,20,100000,150,50000,150000,,0
"2023-02-24","2032-06-14","Scope 2","Data Center",15,200000,0,250000,10,100000,,50000,200,0,0,,0,150,0,50000,,50000
"2023-02-24","2034-02-06","Scope 3","Scope 3 End-Life Treatment of Sold Product",20,50000,250000,100000,50,0,,200000,350,200000,,10,150000,150,250000,,,100000
"2023-02-24","2041-04-16","Scope 2","Private Jet",0,150000,0,200000,20,200000,,250000,350,150000,100000,20,50000,250,250000,250000,,200000
"2023-02-24","2035-10-08","Scope 1","Fleet Vehicles",30,200000,100000,150000,0,100000,,100000,300,,250000,30,100000,200,0,100000,,
"2023-02-24","2028-11-02","Scope 2","Fleet Vehicles",10,250000,250000,0,40,200000,,150000,50,0,0,15,0,150,150000,0,,50000
"2023-02-24","2031-02-18","Scope 3","Scope 3 Capital Goods",,100000,200000,200000,10,50000,,50000,200,200000,200000,0,250000,150,,200000,,250000
"2023-02-24","2024-08-08","Scope 1","Data Center",15,50000,150000,100000,50,0,,200000,150,100000,150000,,200000,150,200000,100000,,100000
"2023-02-24","2031-11-23","Scope 1","Commercial Building",30,150000,,250000,30,250000,,,100,250000,,25,50000,200,50000,,,0
"2023-02-24","2040-11-13","Scope 3","Data Center",20,200000,50000,50000,,,,0,250,150000,50000,10,,200,100000,150000,,200000
"2023-02-24","2041-07-24","Scope 2","Private Jet",10,100000,200000,,20,150000,,50000,300,50000,100000,25,150000,200,50000,50000,,150000
"2023-02-24","2033-12-25","Scope 3","Scope 3 Downstream Transportation Distribution",15,250000,250000,100000,20,150000,,100000,50,,200000,15,250000,200,100000,,,0
"2023-02-24","2037-07-06","Scope 2","Fleet Vehicles",0,50000,,150000,10,250000,,0,200,50000,,20,100000,200,0,0,,
"2023-02-24","2024-08-09","Scope 1","Data Center",,150000,0,0,0,0,,250000,350,100000,50000,0,200000,150,,100000,,150000
"2023-02-24","2020-07-09","Scope 1","Private Jet",30,200000,150000,200000,,,20,150000,150,,,10,,100,200000,50000,50000,
"2023-02-24","2035-08-02","Scope 2","Commercial Building",20,150000,50000,150000,50,,,200000,250,150000,0,30,,200,150000,0,,50000
"2023-02-24","2025-06-14","Scope 3","Scope 3 Investments",0,50000,100000,,40,100000,,,100,200000,100000,,0,150,250000,250000,,250000
"2023-02-24","2026-09-27","Scope 1","Fleet Vehicles",,100000,0,50000,,50000,,50000,150,250000,250000,25,150000,150,0,150000,,200000
"2023-02-24","2039-06-17","Scope 2","Data Center",10,250000,100000,250000,30,200000,,150000,200,0,150000,30,50000,200,250000,200000,,100000
"2023-02-24","2029-04-29","Scope 3","Scope 3 Business Travel",15,250000,200000,50000,0,0,,,300,0,,15,50000,150,200000,150000,,150000
"2023-02-24","2028-08-08","Scope 1","Commercial Building",15,50000,,0,,,,200000,350,200000,150000,,100000,200,50000,250000,,0
"2023-02-24","2027-11-19","Scope 2","Private Jet",10,100000,50000,200000,40,100000,,250000,50,150000,50000,0,0,150,150000,50000,,
"2023-02-24","2036-04-01","Scope 3","Private Jet",30,150000,250000,150000,30,50000,,100000,250,,250000,20,150000,200,100000,,,250000
"2023-02-24","2021-06-18","Scope 3","Scope 3 Fuel and Energy-Related Activity",,200000,150000,,,,30,0,100,,,10,,300,,150000,250000,
"2023-02-24","2030-04-30","Scope 1","Commercial Building",0,200000,150000,250000,20,200000,,,150,100000,0,20,250000,150,100000,200000,,100000
"2023-02-24","2032-11-04","Scope 2","Data Center",20,50000,,100000,10,250000,,200000,200,50000,100000,15,200000,150,50000,100000,,50000
"2023-02-24","2038-12-08","Scope 3","Scope 3 Franchising",15,150000,0,200000,50,150000,,150000,300,250000,200000,25,,250,250000,0,,200000
"2023-02-24","2022-12-07","Scope 2","Commercial Building",30,250000,100000,150000,,,70,50000,350,,,10,,350,200000,,100000,
"2023-02-24","2034-05-24","Scope 1","Private Jet",,100000,200000,0,50,100000,,100000,50,100000,100000,0,250000,200,0,,,150000
"2023-02-24","2023-10-27","Scope 1","Fleet Vehicles",20,250000,250000,100000,,150000,50,250000,100,0,200000,,200000,250,,150000,,100000
"2023-02-24","2040-05-25","Scope 3","Scope 3 Uncategorized Emissions",0,50000,50000,250000,40,0,,0,250,50000,50000,30,150000,250,150000,100000,,
"2023-02-24","2032-09-04","Scope 2","Data Center",10,100000,250000,,20,,,150000,100,250000,150000,20,,200,250000,150000,,0
"2023-02-24","2022-09-24","Scope 3","Scope 3 Downstream Leased Assets",20,150000,100000,50000,,,,250000,50,,,30,,150,0,0,50000,
"2023-02-24","2037-02-06","Scope 2","Private Jet",15,200000,,,0,250000,,200000,300,200000,250000,25,0,200,150000,50000,,50000
"2023-02-24","2025-06-30","Scope 1","Commercial Building",30,150000,50000,150000,10,50000,,50000,350,,0,,100000,150,100000,250000,,250000
"2023-02-24","2036-02-11","Scope 2","Fleet Vehicles",10,200000,150000,50000,30,200000,,,200,150000,,10,50000,200,200000,200000,,200000
"2023-02-24","2028-10-19","Scope 1","Fleet Vehicles",,100000,200000,250000,20,150000,,0,150,150000,250000,15,,150,50000,150000,,150000
"2023-02-24","2031-10-06","Scope 3","Scope 3 End-Life Treatment of Sold Product",0,50000,0,100000,10,100000,,100000,250,200000,0,0,100000,150,,0,,0
"2023-02-24","2041-05-28","Scope 2","Commercial Building",30,200000,0,150000,40,0,,150000,200,,,20,150000,250,0,0,,200000
"2023-02-24","2029-05-28","Scope 3","Scope 3 Processing Sold Products",,250000,250000,0,30,200000,,250000,50,50000,200000,15,200000,150,250000,100000,,
"2023-02-24","2023-09-12","Scope 1","Private Jet",20,50000,200000,200000,50,50000,90,100000,100,0,150000,25,0,200,50000,250000,150000,50000
"2023-02-24","2026-07-30","Scope 1","Data Center",15,200000,100000,50000,0,,,50000,150,250000,50000,10,50000,150,200000,150000,,100000
"2023-02-24","2027-06-11","Scope 3","Scope 3 Uncategorized Emissions",10,150000,,100000,,250000,,200000,250,100000,100000,30,250000,150,150000,200000,,250000
"2023-02-24","2033-10-10","Scope 2","Data Center",0,250000,150000,0,30,100000,,,350,,,0,0,150,100000,50000,,150000
"2023-02-24","2034-01-05","Scope 3","Scope 3 Use of Sold Products",15,100000,50000,150000,,,,0,300,250000,150000,,150000,200,,,,50000
"2023-02-24","2021-06-12","Scope 2","Commercial Building",30,150000,250000,250000,,,0,,100,,,30,,150,100000,,0,
"2023-02-24","2024-01-13","Scope 1","Fleet Vehicles",10,200000,50000,,20,50000,,250000,350,200000,250000,20,100000,150,,150000,,250000
"2023-02-24","2035-05-11","Scope 2","Private Jet",20,100000,200000,200000,40,250000,,150000,250,0,50000,,50000,200,50000,250000,,100000
"2023-02-24","2038-07-01","Scope 3","Scope 3 Purchased Goods Services",,50000,,100000,10,200000,,0,300,100000,100000,0,250000,200,200000,50000,,200000
"2023-02-24","2020-11-28","Scope 1","Fleet Vehicles",0,250000,150000,,,,20,200000,150,,,15,,250,0,,200000,
"2023-02-24","2030-10-01","Scope 2","Private Jet",0,150000,100000,250000,0,0,,50000,200,50000,200000,25,200000,200,250000,0,,0
"2023-02-24","2039-04-07","Scope 1","Commercial Building",,250000,0,200000,50,150000,,100000,50,150000,0,10,,250,150000,150000,,
"2023-02-24","2020-05-30","Scope 3","Private Jet",30,50000,100000,50000,,,20,0,350,,,0,,100,0,200000,,
"2023-02-24","2028-03-17","Scope 3","Scope 3 Investments",15,200000,250000,150000,40,0,,200000,50,200000,200000,15,250000,150,100000,100000,,0
"2023-02-24","2041-01-08","Scope 2","Fleet Vehicles",10,100000,150000,0,20,150000,,50000,300,0,100000,20,100000,250,,,,150000
"2023-02-24","2031-07-13","Scope 1","Data Center",20,200000,50000,,0,200000,,150000,100,50000,50000,,150000,150,50000,100000,,250000
"2023-02-24","2039-12-06","Scope 1","Private Jet",30,150000,,200000,,50000,,,150,,250000,30,0,200,200000,50000,,50000
"2023-02-24","2024-02-08","Scope 3","Fleet Vehicles",15,100000,200000,250000,50,,,250000,200,250000,0,25,200000,150,150000,150000,,200000
"2023-02-24","2037-11-15","Scope 2","Data Center",10,250000,0,50000,10,250000,,100000,250,100000,150000,10,,200,250000,,,100000
"2023-02-24","2034-05-31","Scope 1","Commercial Building",,50000,100000,100000,30,100000,,200000,200,150000,,25,50000,150,200000,250000,,
"2023-02-24","2030-04-05","Scope 3","Scope 3 Employee Commuting",0,50000,,0,0,50000,,,250,150000,200000,30,50000,150,,200000,,150000
"2023-02-24","2038-11-26","Scope 2","Data Center",20,100000,150000,150000,,0,,150000,350,200000,50000,20,100000,200,150000,0,,100000
"2023-02-24","2033-04-06","Scope 3","Scope 3 Capital Goods",0,250000,250000,,30,150000,,100000,100,50000,100000,15,250000,200,100000,250000,,200000
"2023-02-24","2022-05-08","Scope 2","Private Jet",20,150000,200000,50000,,,50,0,150,,,10,,200,0,,250000,
"2023-02-24","2025-01-06","Scope 1","Fleet Vehicles",,200000,50000,150000,40,250000,,50000,50,0,250000,,,150,50000,100000,,
"2023-02-24","2026-05-10","Scope 3","Scope 3 Downstream Transportation Distribution",15,150000,0,0,20,200000,,250000,300,,0,0,200000,150,250000,200000,,250000
"2023-02-24","2032-11-29","Scope 2","Fleet Vehicles",30,50000,50000,100000,50,100000,,200000,350,100000,150000,,150000,150,0,100000,,50000
"2023-02-24","2021-10-07","Scope 1","Commercial Building",10,200000,250000,200000,,,30,250000,100,,,30,,350,200000,0,150000,
"2023-02-24","2036-11-30","Scope 3","Scope 3 Upstream Leased Assets",,100000,150000,250000,10,,,50000,200,250000,,15,0,200,250000,50000,,0
"2023-02-24","2027-11-15","Scope 2","Data Center",0,250000,0,150000,20,150000,,0,250,,50000,25,250000,200,100000,150000,,200000
"2023-02-24","2023-08-04","Scope 1","Commercial Building",15,150000,200000,200000,40,250000,0,100000,300,100000,100000,10,0,300,,100000,50000,100000
"2023-02-24","2035-10-15","Scope 1","Fleet Vehicles",30,50000,100000,250000,0,50000,,150000,150,0,200000,0,200000,200,150000,150000,,0
"2023-02-24","2040-07-09","Scope 3","Scope 3 Business Travel",20,250000,,50000,10,0,,,50,50000,,20,,200,50000,50000,,250000
"2023-02-24","2029-07-13","Scope 2","Data Center",10,200000,50000,,30,100000,,100000,250,250000,250000,25,150000,150,50000,0,,150000
"2023-02-24","2036-12-24","Scope 2","Commercial Building",0,200000,250000,100000,50,200000,,50000,150,200000,0,15,50000,200,200000,0,,
"2023-02-24","2028-05-26","Scope 3","Scope 3 Upstream Transportation Distribution",15,100000,200000,100000,,,,0,100,150000,150000,30,100000,200,,150000,,50000
"2023-02-24","2031-07-17","Scope 1","Private Jet",,50000,100000,0,50,200000,,200000,350,,150000,10,50000,200,150000,250000,,250000
"2023-02-24","2035-12-11","Scope 1","Private Jet",30,150000,,0,30,50000,,150000,50,150000,0,0,,200,0,200000,,0
"2023-02-24","2033-12-14","Scope 3","Scope 3 Waste Generated in Operations",20,250000,150000,200000,10,,,250000,200,50000,,20,100000,200,100000,,,200000
"2023-02-24","2029-11-09","Scope 2","Data Center",10,100000,0,100000,40,250000,,,300,200000,100000,,150000,150,250000,250000,,
"2023-02-24","2039-09-05","Scope 1","Fleet Vehicles",15,200000,0,50000,,100000,,,300,100000,50000,,0,250,,50000,,150000
"2023-02-24","2030-08-12","Scope 2","Private Jet",,250000,250000,150000,20,0,,250000,100,250000,200000,20,250000,150,0,0,,100000
"2023-02-24","2027-05-24","Scope 3","Data Center",10,100000,100000,,0,150000,,100000,350,0,250000,25,200000,150,250000,200000,,50000
"2023-02-24","2023-05-17","Scope 3","Scope 3 Franchising",20,200000,150000,250000,50,250000,70,0,150,50000,150000,10,200000,150,200000,50000,100000,50000
"2023-02-24","2041-12-21","Scope 2","Commercial Building",0,200000,50000,150000,20,0,,150000,200,150000,50000,30,50000,250,150000,0,,200000
"2023-02-24","2021-05-20","Scope 1","Data Center",30,150000,200000,100000,,,90,200000,50,,,0,,300,50000,,200000,
"2023-02-24","2025-09-15","Scope 3","Commercial Building",15,50000,,250000,10,50000,,50000,250,100000,200000,15,150000,150,100000,100000,,150000
"2023-02-24","2022-07-26","Scope 2","Commercial Building",20,100000,100000,200000,,,,150000,150,,,30,,250,100000,,0,
"2023-02-24","2040-03-29","Scope 1","Private Jet",,150000,50000,,0,200000,,,350,0,250000,10,250000,250,50000,150000,,0
"2023-02-24","2026-10-29","Scope 1","Fleet Vehicles",10,250000,150000,50000,30,100000,,100000,50,200000,,15,0,150,200000,150000,,250000
"2023-02-24","2024-01-19","Scope 3","Scope 3 Fuel and Energy-Related Activity",0,50000,0,0,,150000,,50000,100,,100000,,,150,,0,,
"2023-02-24","2037-10-05","Scope 2","Fleet Vehicles",30,200000,,150000,40,,,200000,300,250000,0,0,100000,200,250000,,,100000
"2023-02-24","2020-02-06","Scope 2","Commercial Building",30,50000,200000,100000,,,90,0,200,,,25,,200,150000,,250000,
"2023-02-24","2038-07-06","Scope 3","Scope 3 Downstream Leased Assets",20,200000,250000,250000,40,150000,,250000,250,50000,,20,0,200,0,200000,,150000
"2023-02-24","2032-08-10","Scope 1","Private Jet",,150000,,0,30,200000,,250000,200,150000,50000,20,200000,150,100000,100000,,100000
"2023-02-24","2034-01-29","Scope 3","Private Jet",0,100000,100000,200000,,0,,150000,350,100000,150000,25,,200,50000,250000,,200000
"2023-02-24","2035-01-24","Scope 1","Data Center",15,250000,50000,150000,0,250000,,,100,200000,200000,0,250000,150,200000,150000,,50000
"2023-02-24","2022-01-16","Scope 2","Fleet Vehicles",10,100000,200000,,,,50,50000,250,,,15,,100,150000,50000,200000,
"2023-02-24","2041-02-11","Scope 2","Private Jet",0,200000,0,50000,50,100000,,0,300,250000,0,30,150000,200,0,100000,,250000
"2023-02-24","2031-02-12","Scope 1","Commercial Building",20,150000,150000,100000,20,50000,,200000,50,0,250000,,50000,150,250000,0,,0
"2023-02-24","2028-01-11","Scope 3","Scope 3 Upstream Transportation Distribution",15,250000,250000,200000,10,,,100000,150,,100000,10,100000,150,,150000,,
"2023-02-24","2029-09-28","Scope 1","Fleet Vehicles",30,50000,250000,0,10,,,50000,350,,150000,10,250000,150,250000,150000,,150000
"2023-02-24","2027-12-15","Scope 2","Data Center",,250000,0,,20,250000,,200000,300,50000,50000,30,150000,150,50000,250000,,
"2023-02-24","2034-03-17","Scope 3","Scope 3 Purchased Goods Services",10,100000,200000,50000,0,150000,,250000,50,0,200000,25,100000,200,0,,,0
"2023-02-24","2023-06-02","Scope 3","Scope 3 Business Travel",10,150000,100000,150000,30,0,0,150000,200,250000,100000,,50000,350,200000,200000,50000,200000
"2023-02-24","2040-11-02","Scope 1","Private Jet",,200000,50000,250000,50,100000,,100000,150,100000,0,0,,250,,50000,,100000
"2023-02-24","2038-10-26","Scope 2","Data Center",15,50000,,50000,40,50000,,,100,150000,250000,15,0,250,100000,,,50000
"2023-02-24","2025-05-09","Scope 1","Fleet Vehicles",30,250000,150000,0,,200000,,0,250,200000,,20,200000,150,150000,150000,,250000
"2023-02-24","2020-05-17","Scope 3","Scope 3 Use of Sold Products",0,50000,150000,200000,,,30,250000,300,,,0,,100,0,0,0,
"2023-02-24","2039-06-11","Scope 2","Data Center",20,200000,100000,100000,10,100000,,150000,250,200000,250000,,,200,,150000,,250000
"2023-02-24","2036-05-07","Scope 3","Commercial Building",0,100000,0,150000,0,,,100000,200,0,200000,15,100000,200,250000,200000,,0
"2023-02-24","2032-05-22","Scope 1","Commercial Building",10,150000,200000,250000,50,250000,,50000,150,250000,100000,20,0,200,50000,50000,,200000
"2023-02-24","2021-07-01","Scope 2","Commercial Building",15,50000,,,,,,0,100,,,30,,250,200000,,,
"2023-02-24","2024-12-29","Scope 1","Private Jet",,150000,50000,150000,,0,,200000,350,100000,50000,25,250000,150,100000,250000,,50000
"2023-02-24","2037-01-28","Scope 2","Data Center",20,200000,250000,200000,30,200000,,,50,150000,0,10,200000,250,150000,100000,,150000
"2023-02-24","2026-05-17","Scope 3","Scope 3 Uncategorized Emissions",30,100000,200000,100000,20,50000,,100000,300,50000,,0,150000,150,0,,,
"2023-02-24","2030-12-30","Scope 2","Fleet Vehicles",20,250000,0,50000,40,150000,,50000,200,,150000,10,50000,150,,100000,,100000
"2023-02-24","2033-06-01","Scope 3","Scope 3 Processing Sold Products",0,250000,50000,,,50000,,250000,50,50000,200000,25,100000,150,250000,0,,200000
"2023-02-24","2024-12-01","Scope 1","Private Jet",30,150000,100000,0,30,250000,,,250,200000,0,15,50000,150,50000,150000,,100000
"2023-02-24","2033-06-17","Scope 1","Commercial Building",,50000,250000,250000,50,,,200000,150,,50000,20,0,200,100000,250000,,250000
"2023-02-24","2029-02-28","Scope 3","Scope 3 End-Life Treatment of Sold Product",15,200000,150000,150000,0,150000,,0,350,250000,150000,,150000,150,200000,200000,,150000
"2023-02-24","2020-04-15","Scope 2","Data Center",10,100000,,200000,,,20,150000,100,,,30,,150,150000,50000,150000,
"2023-02-24","2037-04-18","Scope 2","Commercial Building",20,200000,50000,150000,10,0,,200000,250,0,100000,10,250000,200,200000,0,,
"2023-02-24","2032-03-28","Scope 3","Scope 3 Employee Commuting",10,150000,,,20,100000,,250000,300,100000,250000,30,,150,100000,250000,,0
"2023-02-24","2028-12-31","Scope 1","Fleet Vehicles",0,100000,100000,250000,40,200000,,0,100,150000,,20,200000,150,,150000,,50000
"2023-02-24","2030-12-15","Scope 2","Fleet Vehicles",,50000,0,50000,50,,,,150,200000,0,,150000,200,50000,50000,,
"2023-02-24","2021-02-10","Scope 3","Scope 3 Capital Goods",30,200000,150000,100000,,,70,50000,50,,,15,,350,0,200000,100000,
"2023-02-24","2026-11-22","Scope 1","Data Center",15,250000,250000,0,40,150000,,150000,350,50000,200000,0,100000,150,150000,0,,250000
"2023-02-24","2039-12-04","Scope 2","Commercial Building",15,200000,200000,150000,30,200000,,100000,200,,150000,25,200000,200,250000,0,,50000
"2023-02-24","2031-04-08","Scope 3","Data Center",20,150000,0,50000,10,100000,,250000,350,150000,50000,15,250000,150,100000,100000,,0
"2023-02-24","2023-09-06","Scope 1","Private Jet",0,50000,250000,,0,0,50,200000,300,100000,,25,50000,300,250000,150000,250000,100000
"2023-02-24","2036-08-19","Scope 3","Scope 3 Fuel and Energy-Related Activity",10,250000,200000,100000,,250000,,150000,50,250000,250000,,,200,150000,,,200000
"2023-02-24","2022-08-09","Scope 2","Fleet Vehicles",30,200000,,0,,,30,,250,,,30,,200,50000,50000,0,
"2023-02-24","2035-07-22","Scope 1","Data Center",,100000,100000,150000,20,50000,,50000,150,0,100000,10,0,200,200000,,,150000
"2023-02-24","2025-06-02","Scope 3","Scope 3 Franchising",10,50000,50000,250000,20,200000,,100000,100,200000,,0,0,150,0,0,,250000
