"ForecastStatus","ProductFamily","OwnerName","AccountId","ProductName","ExternalId","LastProcessedDate","Time","ParentName","AccountType","SalesAgreementName","Industry","DerivedStatus","AccountName","Plan","UnitPrice","Price","Forecast","Attainment","Actual"
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Ripper 34","Account.054","2020-06-19","2019-09-20","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Monthly18_2019-09-20","Manufacturing","Pending Approval","Tech Labs",7500,1350,1264,8583,92,7896
"Expired","Attachments","Paul Partner","0013h00000CPh6xAAD","Trencher T48","Account.045","2020-06-19","2020-05-31","Ohana Technologies","Mid-Market","Momentum Design SA_Quarterly12_2020-05-31","Financial Services","Upcoming Renewal","Momentum Design",22500,6400,5847,25805,99,25547
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Backhoe Attachment R2","Account.059","2020-06-19","2019-06-15","Advanced Communications","Mid-Market","Integrity Systems SA_Monthly12_2019-06-15","Technology","Approved","Integrity Systems",27500,20500,19559,30630,102,31243
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Pickup Broom PB200","Account.019","2020-06-19","2020-10-10","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Yearly12_2020-10-10","Consumer","Upcoming Renewal","Haven Enterprises",25000,7500,6620,29467,94,27699
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R2","Account.010","2020-06-19","2020-05-13","Ohana Technologies","Partner","Acme Partners SA_Quarterly12_2020-05-13","Technology","Pending Approval","Acme Partners",15000,20500,19313,16085,110,17693
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Utility Broom UB1000","Account.001","2020-06-19","2019-03-03","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Quarterly18_2019-03-03","Technology","Approved","Ohana Incorporated.",25000,4500,3908,34160,85,29036
"Expired","Attachments","Cindy Central","0013h00000CPh76AAD","Ripper 27","Account.059","2020-06-19","2020-11-19","Advanced Communications","Mid-Market","Integrity Systems SA_Monthly6_2020-11-19","Technology","Upcoming Renewal","Integrity Systems",37500,1000,951,41578,102,42410
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Pulverizer P10","Account.046","2020-06-19","2019-02-24","Advanced Communications","Enterprise","Silodyne Company SA_Yearly6_2019-02-24","Healthcare & Life Sciences","Approved","Silodyne Company",27500,4500,4194,32449,89,28880
"Expired","Attachments","Ricky East","0013h00000CPh5mAAD","Pickup Broom PB100","Account.011","2020-06-19","2020-04-24","Advanced Communications","Mid-Market","Meridian Partners SA_Yearly6_2020-04-24","Technology","Pending Approval","Meridian Partners",10000,6900,6205,12053,91,10968
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Trencher T60","Account.052","2020-06-19","2019-04-22","Ohana Technologies","Enterprise","Red Studio Designs SA_Quarterly18_2019-04-22","Communications","Upcoming Renewal","Red Studio Designs",15000,9000,8562,13953,108,15069
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Compactor 9500","Account.044","2020-06-19","2020-09-14","Ohana Technologies","Small Business","Wellspring, Inc. SA_Monthly12_2020-09-14","Financial Services","Upcoming Renewal","Wellspring, Inc.",22500,13000,10792,24877,105,26121
"Expired","Attachments","Paul Partner","0013h00000CPh6xAAD","Compactor 3500","Account.045","2020-06-19","2020-08-17","Ohana Technologies","Mid-Market","Momentum Design SA_Monthly18_2020-08-17","Financial Services","Approved","Momentum Design",7500,5750,5479,8441,99,8357
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Ripper 19","Account.054","2020-06-19","2019-05-25","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Quarterly6_2019-05-25","Manufacturing","Approved","Tech Labs",22500,800,745,25821,92,23755
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Trencher T36","Account.019","2020-06-19","2020-11-13","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Yearly6_2020-11-13","Consumer","Upcoming Renewal","Haven Enterprises",32500,6000,4963,38213,94,35920
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R1","Account.010","2020-06-19","2019-01-25","Ohana Technologies","Partner","Acme Partners SA_Monthly12_2019-01-25","Technology","Pending Approval","Acme Partners",22500,19500,18697,24168,110,26585
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Ripper 34","Account.054","2020-06-19","2019-09-14","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Yearly18_2019-09-14","Manufacturing","Upcoming Renewal","Tech Labs",20000,1350,1331,22971,92,21133
"Expired","Attachments","Kasey Central","0013h00000CPh6yAAD","Backhoe Attachment R1","Account.044","2020-06-19","2020-12-11","Ohana Technologies","Small Business","Wellspring, Inc. SA_Quarterly12_2020-12-11","Financial Services","Approved","Wellspring, Inc.",22500,19500,18152,25248,105,26510
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R2","Account.010","2020-06-19","2019-12-17","Ohana Technologies","Partner","Acme Partners SA_Monthly18_2019-12-17","Technology","Upcoming Renewal","Acme Partners",27500,20500,19665,31754,94,29849
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Hammer H700","Account.059","2020-06-19","2020-06-30","Advanced Communications","Mid-Market","Integrity Systems SA_Quarterly18_2020-06-30","Technology","Pending Approval","Integrity Systems",32500,5750,5512,36470,102,37199
"Expired","Attachments","Vance Channel","0013h00000CPh5uAAD","Pulverizer P20","Account.052","2020-06-19","2020-05-02","Ohana Technologies","Enterprise","Red Studio Designs SA_Yearly18_2020-05-02","Communications","Upcoming Renewal","Red Studio Designs",15000,4750,4233,14010,108,15131
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R2","Account.010","2020-06-19","2019-11-04","Ohana Technologies","Partner","Acme Partners SA_Quarterly6_2019-11-04","Technology","Approved","Acme Partners",10000,20500,19180,10789,110,11868
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Ripper 37","Account.019","2020-06-19","2019-06-02","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Yearly6_2019-06-02","Consumer","Upcoming Renewal","Haven Enterprises",10000,2000,1870,11647,94,10948
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Pickup Broom PB200","Account.001","2020-06-19","2019-10-16","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Monthly18_2019-10-16","Technology","Approved","Ohana Incorporated.",30000,7500,7273,41173,85,34997
"Expired","Attachments","Ricky East","0013h00000CPh5mAAD","Compactor 9000","Account.011","2020-06-19","2019-08-22","Advanced Communications","Mid-Market","Meridian Partners SA_Yearly12_2019-08-22","Technology","Pending Approval","Meridian Partners",10000,8100,7768,12232,91,11131
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Hammer H500","Account.046","2020-06-19","2019-03-15","Advanced Communications","Enterprise","Silodyne Company SA_Quarterly18_2019-03-15","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",17500,4200,3695,20564,89,18302
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Trencher T36","Account.045","2020-06-19","2019-07-20","Ohana Technologies","Mid-Market","Momentum Design SA_Monthly6_2019-07-20","Financial Services","Approved","Momentum Design",27500,6000,5819,31547,99,31232
"Expired","Attachments","Kasey Central","0013h00000CPh6yAAD","Pickup Broom PB100","Account.044","2020-06-19","2020-10-25","Ohana Technologies","Small Business","Wellspring, Inc. SA_Monthly12_2020-10-25","Financial Services","Approved","Wellspring, Inc.",40000,6900,6498,44192,105,46402
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Sweeper S1000","Account.059","2020-06-19","2020-07-05","Advanced Communications","Mid-Market","Integrity Systems SA_Quarterly12_2020-07-05","Technology","Upcoming Renewal","Integrity Systems",40000,7500,6615,44915,102,45813
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Compactor 3500","Account.010","2020-06-19","2020-03-18","Ohana Technologies","Partner","Acme Partners SA_Yearly12_2020-03-18","Technology","Pending Approval","Acme Partners",7500,5750,5578,10174,85,8648
"Expired","Attachments","Cindy Central","0013h00000CPh5nAAD","Utility Broom UB1000","Account.001","2020-06-19","2019-11-15","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Yearly18_2019-11-15","Technology","Upcoming Renewal","Ohana Incorporated.",32500,4500,4229,44027,85,37423
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Ripper 19","Account.045","2020-06-19","2020-02-05","Ohana Technologies","Mid-Market","Momentum Design SA_Monthly18_2020-02-05","Financial Services","Approved","Momentum Design",30000,800,787,34024,99,33684
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R2","Account.010","2020-06-19","2019-10-31","Ohana Technologies","Partner","Acme Partners SA_Quarterly6_2019-10-31","Technology","Upcoming Renewal","Acme Partners",17500,20500,19211,18759,110,20635
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Trencher T60","Account.054","2020-06-19","2020-01-09","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Quarterly18_2020-01-09","Manufacturing","Approved","Tech Labs",15000,9000,8729,17150,92,15778
"Expired","Attachments","Ricky East","0013h00000CPh5mAAD","Pulverizer P10","Account.011","2020-06-19","2020-01-05","Advanced Communications","Mid-Market","Meridian Partners SA_Yearly6_2020-01-05","Technology","Upcoming Renewal","Meridian Partners",35000,4500,3742,39722,91,36147
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Ripper 27","Account.052","2020-06-19","2019-07-20","Ohana Technologies","Enterprise","Red Studio Designs SA_Monthly6_2019-07-20","Communications","Pending Approval","Red Studio Designs",30000,1000,932,27654,108,29866
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Trencher T48","Account.046","2020-06-19","2019-05-17","Advanced Communications","Enterprise","Silodyne Company SA_Quarterly12_2019-05-17","Healthcare & Life Sciences","Approved","Silodyne Company",12500,6400,5193,14716,89,13097
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Compactor 9500","Account.019","2020-06-19","2019-03-04","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Yearly12_2019-03-04","Consumer","Upcoming Renewal","Haven Enterprises",22500,13000,12402,26389,94,24806
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Pickup Broom PB100","Account.045","2020-06-19","2020-11-15","Ohana Technologies","Mid-Market","Momentum Design SA_Monthly12_2020-11-15","Financial Services","Upcoming Renewal","Momentum Design",12500,6900,6581,14135,99,13994
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Ripper 37","Account.044","2020-06-19","2019-09-05","Ohana Technologies","Small Business","Wellspring, Inc. SA_Quarterly12_2019-09-05","Financial Services","Pending Approval","Wellspring, Inc.",27500,2000,1870,30571,105,32100
"Expired","Attachments","Cindy Central","0013h00000CPh76AAD","Ripper 19","Account.059","2020-06-19","2020-05-07","Advanced Communications","Mid-Market","Integrity Systems SA_Monthly12_2020-05-07","Technology","Upcoming Renewal","Integrity Systems",17500,800,671,19561,102,19952
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Pickup Broom PB200","Account.011","2020-06-19","2019-06-06","Advanced Communications","Mid-Market","Meridian Partners SA_Yearly6_2019-06-06","Technology","Approved","Meridian Partners",7500,7500,7087,9107,91,8287
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Utility Broom UB1000","Account.019","2020-06-19","2020-02-23","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Yearly18_2020-02-23","Consumer","Approved","Haven Enterprises",7500,4500,4120,8641,94,8123
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Hammer H700","Account.010","2020-06-19","2019-12-23","Ohana Technologies","Partner","Acme Partners SA_Quarterly18_2019-12-23","Technology","Upcoming Renewal","Acme Partners",22500,5750,5453,26267,91,23903
"Expired","Attachments","Kasey Central","0013h00000CPh77AAD","Compactor 3500","Account.046","2020-06-19","2020-08-16","Advanced Communications","Enterprise","Silodyne Company SA_Monthly12_2020-08-16","Healthcare & Life Sciences","Approved","Silodyne Company",20000,5750,5357,23643,89,21042
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R2","Account.010","2020-06-19","2019-04-18","Ohana Technologies","Partner","Acme Partners SA_Monthly12_2019-04-18","Technology","Pending Approval","Acme Partners",37500,20500,19376,40566,110,44623
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Sweeper S1000","Account.054","2020-06-19","2020-03-20","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Yearly6_2020-03-20","Manufacturing","Upcoming Renewal","Tech Labs",22500,7500,7338,26092,92,24005
"Expired","Attachments","Cindy Central","0013h00000CPh5nAAD","Hammer H500","Account.001","2020-06-19","2019-10-12","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Quarterly12_2019-10-12","Technology","Upcoming Renewal","Ohana Incorporated.",40000,4200,3978,54741,85,46530
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Backhoe Attachment R2","Account.052","2020-06-19","2020-10-01","Ohana Technologies","Enterprise","Red Studio Designs SA_Monthly12_2020-10-01","Communications","Approved","Red Studio Designs",12500,20500,19430,11615,108,12544
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Trencher T48","Account.052","2020-06-19","2019-01-22","Ohana Technologies","Enterprise","Red Studio Designs SA_Quarterly18_2019-01-22","Communications","Upcoming Renewal","Red Studio Designs",15000,6400,5653,13947,108,15063
"Expired","Attachments","Kasey Central","0013h00000CPh77AAD","Backhoe Attachment R1","Account.046","2020-06-19","2019-02-15","Advanced Communications","Enterprise","Silodyne Company SA_Yearly6_2019-02-15","Healthcare & Life Sciences","Pending Approval","Silodyne Company",10000,19500,18368,11662,89,10379
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Pulverizer P20","Account.019","2020-06-19","2019-11-22","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Monthly6_2019-11-22","Consumer","Upcoming Renewal","Haven Enterprises",15000,4750,3959,17295,94,16257
"Expired","Attachments","Ely East","0013h00000CPh5tAAD","Trencher T60","Account.054","2020-06-19","2020-09-10","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Quarterly12_2020-09-10","Manufacturing","Approved","Tech Labs",5000,9000,8539,5793,92,5330
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Compactor 9500","Account.059","2020-06-19","2020-07-10","Advanced Communications","Mid-Market","Integrity Systems SA_Yearly18_2020-07-10","Technology","Upcoming Renewal","Integrity Systems",30000,13000,12332,33556,102,34227
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Trencher T36","Account.001","2020-06-19","2020-12-29","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Yearly18_2020-12-29","Technology","Pending Approval","Ohana Incorporated.",17500,6000,5545,23927,85,20338
"Expired","Attachments","Kasey Central","0013h00000CPh6yAAD","Pulverizer P10","Account.044","2020-06-19","2020-04-15","Ohana Technologies","Small Business","Wellspring, Inc. SA_Quarterly12_2020-04-15","Financial Services","Approved","Wellspring, Inc.",5000,4500,4267,5571,105,5850
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Ripper 34","Account.045","2020-06-19","2019-04-12","Ohana Technologies","Mid-Market","Momentum Design SA_Monthly12_2019-04-12","Financial Services","Approved","Momentum Design",12500,1350,1216,14217,99,14075
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R2","Account.010","2020-06-19","2020-06-29","Ohana Technologies","Partner","Acme Partners SA_Quarterly6_2020-06-29","Technology","Upcoming Renewal","Acme Partners",35000,20500,19875,37656,110,41422
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Compactor 9000","Account.011","2020-06-19","2020-06-03","Advanced Communications","Mid-Market","Meridian Partners SA_Monthly18_2020-06-03","Technology","Upcoming Renewal","Meridian Partners",5000,8100,7826,6119,91,5568
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Ripper 27","Account.010","2020-06-19","2019-08-04","Ohana Technologies","Partner","Acme Partners SA_Yearly6_2019-08-04","Technology","Pending Approval","Acme Partners",12500,1000,881,13948,102,14227
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Backhoe Attachment R1","Account.019","2020-06-19","2019-04-15","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Quarterly18_2019-04-15","Consumer","Approved","Haven Enterprises",32500,19500,18765,38083,94,35798
